Złote chimeryczne podeszwy,144,24,2
Obuwie karmazynowego maga,144,24,2
Trepy braterskiej więzi,148,25,1
Rękawice przebiegłego łowcy,140,24,2
Siekacze pustynnego czerwia,144,24,1
Rękawice do warzenia piwa,165,27,2
Rękawice upiornego szaleństwa,165,27,1
Uścisk smoka,165,27,1
Spojrzenie smoka,166,27,1
Smocza flegma,160,26,1
Naszyjnik pradawnej dynastii,163,26,1
Jarzębinowa przyłbica,175,28,1
Hełm jesieni,175,28,1
Głęboki kaptur minotaura,175,28,1
Wspomnienie hamadriady,177,28,1
Podarunek mrocznej driady,177,28,1
Soczyste pąki drzewca,177,28,1
Kremapodus,175,28,1
Buty leśnej monarchini,177,28,1
Korowy chód mchów,177,28,1
Zdradzieckie dłonie Nehalenni,171,27,2
Gniewny chwyt Królowej,175,28,1
Atrybut wielkiego architekta,175,28,1
Rozkaz minotaura,175,28,1
Korowe dłonie Córy Dębu,175,28,1
Pięści leśnego mędrca,175,28,1
Miękkie rękawice palm,175,28,1
Przekleństwo leśnych pająków,175,28,1
Przekleństwo wrogów furboli,175,28,1
Miniaturowa łunka ognista,171,27,2
Ważka nadziei,171,27,2
Ważka świętej wojny,171,27,2
Miniaturowa łunka piżmowa,171,27,2
Symbol niepohamowanej mutacji,171,27,2
Goldenes Insekt,171,27,2
Skrzydła Varów,184,28,1
Cuchnące szłapy czempiona,180,28,1
Pieczęć wygnania pająków,180,28,1
Sygnet Lhavrynn,180,28,1
Błyskotka Mysiura,189,29,1
Prastary medalion furboli,180,28,1
Rodowa kolia Gniezny,180,28,1
Słońce kąpiące się w morzu,184,28,2
Lodowy krzyż Noldorów,184,28,2
Żelazny Łeb,190,29,1
Mitra ulotnej energii,190,29,1
Hełm Mrocznej Gwardii,197,30,2
Kaptur Czcicieli Demonów,197,30,2
Myświórowe cholewy,190,29,1
Sztyletobuty Brehereta,190,29,1
Buty agresji Thinkusa,195,30,2
Buty naczelnego medyka,198,30,2
Drept czarnej śmierci,198,30,2
Królewskie łapki,190,29,1
Przestroga Valmira,190,29,1
Rękawice oddanego sługi,197,30,2
Rękawice nekromanty,198,30,2
Chwyt zarazy,198,30,2
Dłonie przeznaczenia,198,30,2
Łapawice wspólnych interesów,198,30,2
Ochronne serce podziemia,195,30,1
Senne katharsis,195,30,1
Demoniczna siła,195,30,1
Szaleńcza odwaga,195,30,1
Zew mordu,195,30,1
Przerażająca potęga demona,195,30,1
Tchnienie grozy,195,30,1
Podmuch potępionych,195,30,2
Rogate odzienie Ammusa,204,30,3
Apokaliptyczna peleryna Yhanthleia,204,30,3
Szata Pana Nicości,204,30,3
Demoniczne wsparcie Bahaala,204,30,3
Fałszywe blachy Kłamcy,204,30,3
Obleśna kurta Murmura,204,30,3
Obsceniczna opończa nierządu,204,30,3
Zdrożna milaneza wyuzdania,204,30,3
Bezwstydny kaftan rozwiązłości,204,30,3
Demoniczne pantofle Bergermony,200,30,1
Chód stręczycielki,200,30,1
Objęcia Nicości,200,30,1
Krwawe pazury Sataniela,200,30,1
Rubinowe rękawice Zufulusa,200,30,1
Rogaty symbol przynależności,200,30,1
Wyłupione ślepie demona,200,30,1
Shlem Gordosti,218,32,1
Buty maniakalnego czciciela,214,31,1
Buty uwikłanego piewcy,214,31,1
Buty adepta pajęczej magii,214,31,1
Mankiety pogromcy pająków,210,31,1
Sygnet Pajęczego Żniwiarza,210,31,1
Obręcz trwogi i zbydlęcenia,210,31,2
Kryształ z dna piekieł,210,31,2
Krwawy Płacz,210,31,2
Pajęcza ozdoba,210,31,1
Legendarna moc Maddoksa,218,32,1
Magazyn sił chaosu,220,32,1
Wspomnienie sromotnej porażki,220,32,1
Zasłona Czarnej Wdowy,225,33,2
Skradziony hełm szamana,225,33,2
Kask szaleństwa,225,33,2
Maska Arachne,225,33,2
Zrabowany kask furbola,225,33,2
Czasza mutanta,225,33,2
Pancerne rękawice maddoków,226,33,1
Maddocze szachmaty,226,33,1
Paraliżujące pazury maddoka,226,33,1
Skarb Arachnitopii,225,33,2
Serce z Mar Sehes,227,33,2
Klejnot krainy jezior,227,33,2
Perła błotna,227,33,2
Czerep szuwarowych topielisk,231,33,3
Odcisk grzęzawiskowych rybaków,231,33,3
Kolia bezdennych bagien,231,33,3
Amulet płodności,231,33,3
Mechata kolia ducha kniei,235,34,1
Wisior zaklętej kory,235,34,1
Obręcz żywych pnączy,235,34,1
Naszyjnik Puryfikacji,239,34,2
Srebrzysty hełm przepowiedni,240,34,1
Przesłona zwierzchnika kniei,242,34,2
Maska jeźdźca boru,242,34,2
Pióropusz ostatniego z Imperatorów,245,35,1
Zmurszałe kroki,240,34,1
Święta kora Dendroculusa,240,34,1
Łykowce magicznej żywicy,240,34,1
Dłonie Teomama,242,34,1
Rękawice obrońcy bogów,242,34,1
Gorejące oko poświęcenia,246,35,1
Klucz do Księgi Cieni,246,35,1
Gniazdo przenikliwości,246,35,1
Wysokie buciska nieostrożnego,252,35,2
Oczy lasu,252,35,2
Spaczone przekleństwo krwi,252,35,2
Bliźniacze kroki,252,35,2
Buty leśnego strażnika,252,35,2
Łapska przedziwnych anomalii,254,35,1
Czarci chwyt,254,35,1
Naszyjnik złotych płatków,250,35,1
Amulet tysiącleci,252,35,2
Księżycowe fatum,252,35,2
Wisior czerwonego słońca,252,35,1
Armet smoczego rycerza,280,38,1
Barbuta gwardii kapłańskiej,280,38,1
Barbuta gwardii Chaegda,280,38,1
Buty smoczych jeźdźców,282,38,1
Ametystowe oko arcykapłana,282,38,1
Mroźny obłok,285,39,3
Więzienie chłodu,285,39,3
Sople Szczęścia,285,39,3
Dawna lisia ochrona,25,13,4
Lisia ochrona,25,13,4
Czaszkowa korona Nahdoo,25,13,4
Dawny naszyjnik przebiegłej lisicy,25,13,4
Naszyjnik przebiegłej lisicy,25,13,4
Dawna zwiewna peleryna herosa,35,14,4
Zwiewna peleryna herosa,35,14,4
Przyłbica zimowego króla,30,13,4
Kamuflaż bałwana kryminalisty,30,13,4
Jemiołowe uszy,30,13,4
Głowochron małpiego strzelca I,30,13,4
Kask małpiej rozwagi I,30,13,4
Oczy małpiego szaleństwa I,30,13,4
Atrybut małpiego króla I,30,13,4
Maska małpiego asasyna I,30,13,4
Rogi małpiej odwagi I,30,13,4
Hełm bagiennego upiora,30,13,4
Rycerska przyłbica,30,13,4
Szczurzy ryjek,30,13,4
Skradziony dziurawy cylinder,30,13,4
Dziurawy cylinder,30,13,4
Kaptur snu wiecznego,35,14,4
Kozaki Wampira z Ithan,30,13,4
Papucie Wombata Andrzeja,30,13,4
Ślubne buty Dena,30,13,4
Buty poległego yokai I,30,13,4
Skarpetki Mrocznego Patryka,31,13,4
Buty córki leśniczego,35,14,4
Drept tucznika,35,14,4
Obuwie szybkiego rozbiegu,35,14,4
Buty Włóczykija,35,14,4
Rękawice kociego szału,30,13,4
Bransolety potęgi Patryka,31,13,4
Igły Czasu,35,14,4
Szpony chłodnego serca,39,14,4
Pięści migocących gwiazd,39,14,4
Lśnienie pierwszej gwiazdki,39,14,4
Atrybut zamarzniętego rycerza,39,14,4
Igła ze Stogu Siana,35,14,4
Igła Nieszczęścia,35,14,4
Kolia prawdziwego Konga I,30,13,4
Deszczowy amulet,30,13,4
Naszyjnik ogniomistrza,35,14,4
Pamiątka z przeklętej wyspy,35,14,4
Piracka ozdoba,35,14,4
Oblicze bestii,36,14,4
Tarcza walecznego wilka,48,15,4
Przyłbica maślanego króla,40,14,4
Maska z czerstwego piernika,40,14,4
Nagłowowa babka czekoladowa,40,14,4
Hełm podwodnej przygody I,40,14,4
Królewska korona VI,40,14,4
Kapelusz Siedmiu Mórz,40,14,4
Kokosznik Śnieżnej Damy,45,15,4
Szyszak mroźnego pobratymca,45,15,4
Korona pogardy,45,15,4
Skradziony hełm intruza,48,15,4
Porzucony hełm intruza,48,15,4
Cholewy córki pastora,40,14,4
Kozaki młodego żołnierza,40,14,4
Krwistoczerwone trzewiki,40,14,4
Wezwanie nienasyconego głodu,40,14,4
Podeszwy wylewającej rzeki I,40,14,4
Przelot sokoła I,40,14,4
Krok zdobywcy piramid I,40,14,4
Czujność szakala I,40,14,4
Pośmiertne obuwie faraona I,40,14,4
Kąsanie krokodyla I,40,14,4
Łapy odlane ze złota,45,15,4
Skrzydła lasu,45,15,4
Skarb głębokiej kniei,45,15,4
Puchówki mocarnego tąpnięcia,45,15,4
Kamasze zaklętego puchu,45,15,4
Trzewiki dalekich kicnięć,45,15,4
Mikołajowe papucie,48,15,4
Rękawice życia i śmierci I,40,14,4
Mankiety lodowego tkacza,40,14,4
Rozgrzewające rękawice jeźdźca,40,14,4
Skostniały metal wojownika,40,14,4
Krucze naramienniki pamięci,40,14,4
Krucze naramienniki pragnienia,40,14,4
Krucze naramienniki myśli,40,14,4
Królewskie rękawice VI,40,14,4
Skręcikarki,45,15,4
Morderczy chwyt demona,45,15,4
Błyskotka Kolgi,40,14,4
Kamień zatrutego ciosu,40,14,4
Klejnot północnych wichrów,40,14,4
Pierścień krwawego pióra,40,14,4
Serce Alicji,40,14,4
Monstrum z północy,43,14,4
Monstrum z zachodu,43,14,4
Monstrum z południa,43,14,4
Monstrum ze wschodu,43,14,4
Sygnet przebiśniegu,46,15,4
Błyskotka kocura,49,15,4
Cymofan,49,15,4
Kocie oko,49,15,4
Łamacz brzasku,40,14,4
Wola kociej kurki,40,14,4
Skradziony króliczy ogonek,40,14,4
Króliczy ogonek,40,14,4
Obroża siewcy zniszczenia,45,15,4
Hełm wyniosłości,55,16,4
Maska pychy,55,16,4
Zasłona arogancji,55,16,4
Dostojne buty królewskiej osłony I,50,15,4
Kamasze królewskiej szarży I,50,15,4
Przemarsz wiosennych soków,51,15,4
Podeszwy przebudzonego życia,51,15,4
Kroki bujnej zieleni,51,15,4
Morska asystentka I,50,15,4
Rybie sztandary I,50,15,4
Łuskołapki I,50,15,4
Uścisk niespokojnej fali I,50,15,4
Pluszowy żarłacz I,50,15,4
Czarne płetwy I,50,15,4
Zemsta na komarach,50,15,4
Uścisk z niespodzianką,50,15,4
Parząca zabawka małpy,50,15,4
Nagroda największego psotnika,50,15,4
Ceremonialne klamry fanatyka,50,15,4
Smocze rozszarpanie,50,15,4
Uścisk wiecznej zmarzliny,50,15,4
Dawne rękawice lodowatego sługi,55,16,4
Dawne pazury śnieżnej zmory,55,16,4
Dawne lodowe pięści mroźnego,55,16,4
Dawne łapacze spadających sopli,55,16,4
Dawne owijacze strażnika przerębli,55,16,4
Dawny lekki chwyt zawieruchy,55,16,4
Lekki chwyt zawieruchy,55,16,4
Pazury śnieżnej zmory,55,16,4
Rękawice lodowatego sługi,55,16,4
Lodowe pięści mroźnego,55,16,4
Owijacze strażnika przerębli,55,16,4
Łapacze spadających sopli,55,16,4
Muszelka urodziwej syreny I,50,15,4
Ślepak,50,15,4
Obrączka Lusgrathery,50,15,4
Pierścień czempiona hordy,50,15,4
Wyłupiaste oko praorka,50,15,4
Skrzydła męstwa,53,15,4
Skrzydła sprawiedliwości,53,15,4
Skrzydła umiarkowania,53,15,4
Skrzydła roztropności,53,15,4
Przeklęta pieczęć,55,16,4
Pieczęć wspomagania,55,16,4
Pieczęć ostatniego ratunku,55,16,4
Esencja bestii,57,16,4
Halucynogenne oko grzyba,50,15,4
Złote piórko kapłana,50,15,4
Wieniec lodowych nacieków,50,15,4
Wieniec z ostrokrzewu,50,15,4
Oko Strażnika Ładu,50,15,4
Zestaw mistrza kamuflażu,50,15,4
Kolia jesiennego zamierania,51,15,4
Kły cukrowego demona,55,16,4
Symbol wiecznej próchnicy,55,16,4
Laska z arcycukru,55,16,4
Kolia genialnego cukiernika,55,16,4
Pożegnanie z małpiszonem,60,16,4
Kapuza błękitnego wilkołaka,60,16,4
Wór na łeb,60,16,4
Złodziej emocji,60,16,4
Karmazynowy kaptur kostuchy,60,16,4
Czapka łowcy legend,60,16,4
Korona Iluignegil,60,16,4
Królewska korona I,60,16,4
Kapelusz komandora,60,16,4
Ciężki chód strażnika I,60,16,4
Krokodylki,60,16,4
Klapki nadzwyczajnego wypoczynku,60,16,4
Kalosze złotem zdobione,60,16,4
Limonkowe gumiaki,60,16,4
Lazurowe buty bóstwa Iluignegil,60,16,4
Hebanowa proteza,60,16,4
Buty ocalałego spod Troi,65,17,4
Trzewiki boskiego posłańca,65,17,4
Obuwie czynów nadzwyczajnych,65,17,4
Rękawiczki warzenia eliksirów,60,16,4
Ochronne rękawice elfa,60,16,4
Kocie pazurki,60,16,4
Królewskie rękawice I,60,16,4
Piąstki skałoluba,63,16,4
Malachitowe osłony rzemieślnika,63,16,4
Dyrygentki drogi tworzenia,63,16,4
Serdeczny uścisk alchemika,63,16,4
Ziomziąbowe rękawice Ziomziąba,65,17,4
Kwiecie Pożogi I,60,16,4
Prapotęga Natury I,60,16,4
Oko Czasu I,60,16,4
Kropla Rozkładu I,60,16,4
Słońce Zaświatów I,60,16,4
Boska Łuna I,60,16,4
Entropia,60,16,4
Penetrator kanałów zębowych,62,16,4
Smakosz zainfekowanej miazgi,62,16,4
Trofeum upiornego dentysty,62,16,4
Klątwa obumarłych dziąseł,62,16,4
Rytualny banan,60,16,4
Kolia żałobnych bombek,64,16,4
Łańcuch z bańkami,64,16,4
Sine kule,64,16,4
Skradziony łańcuch Ziomziąba,65,17,4
Łańcuch Ziomziąba,65,17,4
Pierwsze kwiaty wiosny,66,17,4
Głowochron małpiego strzelca II,70,17,4
Kask małpiej rozwagi II,70,17,4
Oczy małpiego szaleństwa II,70,17,4
Atrybut małpiego króla II,70,17,4
Maska małpiego asasyna II,70,17,4
Rogi małpiej odwagi II,70,17,4
Jajoszyszak,70,17,4
Wielkanocna kopuła,70,17,4
Złoty hełm gdakania,70,17,4
Królicze kuriozum,70,17,4
Kapelusz władcy wiatru,70,17,4
Kaptur czarnej magii,70,17,4
Czaszka nieumarłego wojownika,70,17,4
Szelest zaklinaczy,75,18,4
Patronat Le Guinee,75,18,4
Śpiewko,79,18,4
Gniewko,79,18,4
Płaczko,79,18,4
Śmieszko,79,18,4
Buty kolekcjonera dusz,70,17,4
Krwawy spacer wędrowca,70,17,4
Podeszwy przeklętych szeptów,70,17,4
Buty poległego yokai II,70,17,4
Ciężkie lodowce Zamroza,70,17,4
Zamrozowe śniegówki,70,17,4
Chwyt głębinowy,70,17,4
Szpony shui gui,70,17,4
Rękawice przeklętego cyklu,70,17,4
Rękawice połączenia z zaświatami,73,17,4
Klątwa halnego wiatru,75,18,4
Południowe powiewy,75,18,4
Palce z Wichrowych Wzgórz,75,18,4
Rączograbieżna Siła Rewolwerowca,75,18,4
Rączograbieżna Szybkość Bandyty,75,18,4
Rączograbieżna Lekkość Uniku,75,18,4
Jadeitowy sygnet Ahuizotla,70,17,4
Pierścień identyfikacji zwłok,70,17,4
Błogosławieństwo bogów deszczu,70,17,4
Kłamstwo bestii,70,17,4
Kolia prawdziwego Konga II,70,17,4
Pamiątka pierwszego małżeństwa,70,17,4
Wdowi naszyjnik,70,17,4
Wisior zbłąkanej duszy,70,17,4
Talizman wężowego podstępu,70,17,4
Błogosławieństwo Mackobrodego,85,19,4
Podgrzybi hełm przygody,80,18,4
Hełm podwodnej przygody II,80,18,4
Rudowłosa dama,80,18,4
Cukrowa maska mafioso,80,18,4
Makijaż wieczorowy,80,18,4
Dzieło wybitnego lalkarza,80,18,4
Maska z niewypieczonego ciasta,82,18,4
Hełm upadłej wróżki,82,18,4
Królewska korona VII,85,19,4
Korsarska kapitanka,85,19,4
Podeszwy wylewającej rzeki II,80,18,4
Przelot sokoła II,80,18,4
Krok zdobywcy piramid II,80,18,4
Czujność szakala II,80,18,4
Kąsanie krokodyla II,80,18,4
Pośmiertne obuwie faraona II,80,18,4
Żabie skoki,80,18,4
Podeszwy czarnej magii,80,18,4
Błazeńskie podrygi,80,18,4
Dawne buty plecione z kamiennego bluszczu,83,18,4
Dawne buty plecione z trującego bluszczu,83,18,4
Dawne buty plecione z magicznego bluszczu,83,18,4
Buty plecione z magicznego bluszczu,83,18,4
Buty plecione z trującego bluszczu,83,18,4
Buty plecione z kamiennego bluszczu,83,18,4
Złote kupieckie podeszwy,85,19,4
Rękawice życia i śmierci II,80,18,4
Zwęglone łapy Hefajstosa,80,18,4
Dotyk matrony,85,19,4
Rękawice z Tass Zhil,85,19,4
Pamięć porażki,85,19,4
Królewskie rękawice VII,85,19,4
Zaklęta dusza grzybiarza,80,18,4
Oczko Duvy,80,18,4
Demoniczne nasienie,80,18,4
Ziarno zniszczenia,80,18,4
Pestka demonicznego siewcy,80,18,4
Oko magmy,80,18,4
Najsłodsza z landrynek,83,18,4
Potęga niebieskich migdałów,83,18,4
Symbol szokującej kwaśności,83,18,4
Klejnot żywiołu powietrza,80,18,4
Klejnot żywiołu ognia,80,18,4
Klejnot żywiołu wody,80,18,4
Klejnot żywiołu ziemi,80,18,4
Medalion Rag,80,18,4
Medalion Na,80,18,4
Medalion Rok,80,18,4
Czerep pożeraczki umarłych,95,20,4
Przyłbica wielkiego grzesznika,95,20,4
Głodowa furia Ammit,95,20,4
Żaroodporne podeszwy,92,19,4
Buty nadwornego jajcarza,92,19,4
Karkołomne buciory,92,19,4
Morska asystentka II,90,19,4
Rybie sztandary II,90,19,4
Łuskołapki II,90,19,4
Uścisk niespokojnej fali II,90,19,4
Pluszowy żarłacz II,90,19,4
Czarne płetwy II,90,19,4
Zacisk chluby plemienia,90,19,4
Pięści futrzanej zemsty,93,19,4
Zmutowane łapy królikoluda,93,19,4
Chwyt króliczego czarnoksiężnika,93,19,4
Muszelka urodziwej syreny II,90,19,4
Lodowe skrzydełka,91,19,4
Kryształowy smok,91,19,4
Klątwa leśnej niezapominajki,90,19,4
Podstęp kwitnącej trzmieliny,90,19,4
Opieka jaskółczego ziela,90,19,4
Hipnotyzująca tafla fantasmagorii,90,19,4
Zbroja z łusek smoka,100,20,4
Pancerz marazmu,107,21,4
Kapelusz finezji trapera,100,20,4
Kapelusz wzorowości adiutanta,100,20,4
Kapelusz magicznej kapituły,100,20,4
Głowa Marzanny,102,20,4
Ciężki chód strażnika II,100,20,4
Dostojne buty królewskiej osłony II,100,20,4
Kamasze królewskiej szarży II,100,20,4
Obuwie z ludzkiej skóry,105,21,4
Taneczne poskromienie,105,21,4
Sekret eleganckiej rzezi,105,21,4
Złote trzewiki Antonelli,105,21,4
Łapy wymierzonej sprawiedliwości,101,20,4
Palce wydanego wyroku,101,20,4
Łuski smoczego prawa,101,20,4
Dłonie przewertowanych kodeksów,101,20,4
Kwiecie Pożogi II,100,20,4
Prapotęga Natury II,100,20,4
Oko Czasu II,100,20,4
Kropla Rozkładu II,100,20,4
Słońce Zaświatów II,100,20,4
Boska Łuna II,100,20,4
Persten Vsadnika,100,20,4
Zimneye Koltso,100,20,4
Bezdelushka Voina,100,20,4
Oczodoły wilczej dominacji,105,21,4
Nadpróchniała wilcza czacha,105,21,4
Wilcza ekstaza,105,21,4
Duch praprzodków,100,20,4
Oko peyotla,100,20,4
Serce stepowe,100,20,4
Luźne szaty Marzanny,112,21,4
Głowochron małpiego strzelca III,110,21,4
Kask małpiej rozwagi III,110,21,4
Oczy małpiego szaleństwa III,110,21,4
Atrybut małpiego króla III,110,21,4
Maska małpiego asasyna III,110,21,4
Rogi małpiej odwagi III,110,21,4
Czapka wysokiego diapazonu,110,21,4
Królewska czapka,110,21,4
Czapa prowokatora,110,21,4
Korona Famaimg,110,21,4
Nakrycie mrożącego tchnienia,110,21,4
Przewiewny kaptur mroziciela,110,21,4
Szyszak polarnej gwardii,110,21,4
Kapuza lodowego ostrza,110,21,4
Łeb zamarzniętego giganta,110,21,4
Czapa śnieżnego miotacza,110,21,4
Królewska korona II,110,21,4
Słoneczne rogi,114,21,4
Czciciel solarnych bóstw,114,21,4
Czapa z białego bizona,114,21,4
Obuwie na długie wyprawy,110,21,4
Buty poległego yokai III,110,21,4
Lazurowe buty bóstwa Famaimg,110,21,4
Potęga mrozu Lodoszrenia,110,21,4
Rakiety śnieżne Lodoszrenia,110,21,4
Bombowe buty,112,21,4
Królewskie rękawice II,110,21,4
Gwiazdkowe pięści krzepy,111,21,4
Muśnięcie Magii Świąt,111,21,4
Jodłowe łapawice mrozu,111,21,4
Złoty czubek,110,21,4
Gwiazda północy,110,21,4
Świąteczna pieczęć krzyżowca,110,21,4
Obrączka odrzuconych zaręczyn,111,21,4
Kolia prawdziwego Konga III,110,21,4
Pieczęć absorbująca,110,21,4
Samotnia homunculusa,112,21,4
Skarb sprzedawcy Daja,112,21,4
Bajo Jajo,112,21,4
Oko zamieci,115,22,4
Piękno zorzy polarnej,115,22,4
Medalion północnego władcy,115,22,4
Osłona Lodoszrenia,120,22,4
Hełm podwodnej przygody III,120,22,4
Maska Uciszonego,120,22,4
Misiurka bałwaniastego osiłka,120,22,4
Trofeum stepowych myśliwych,125,23,4
Rogata czapka z krainy snów,125,23,4
Czerep łowcy bizonów,125,23,4
Podeszwy wylewającej rzeki III,120,22,4
Przelot sokoła III,120,22,4
Krok zdobywcy piramid III,120,22,4
Czujność szakala III,120,22,4
Kąsanie krokodyla III,120,22,4
Pośmiertne obuwie faraona III,120,22,4
Podeszwy gniewnych wyładowań,120,22,4
Stąpanie wzburzonej tafli,120,22,4
Futrzane cholewy nawałnicy,120,22,4
Mocarne buty Lodoszrenia,120,22,4
Złote słomiane cholewy,122,22,4
Wiedźmoszłapy ucieczki,123,22,4
Uśmiechnięte mankiety,120,22,4
Oczy dookoła dłoni,120,22,4
Zapasowa szczęka wampira,120,22,4
Czarne podglądaczki,120,22,4
Rękawice życia i śmierci III,120,22,4
Rozbryzg smoczej posoki,120,22,4
Strzępki smoczej skóry,120,22,4
Dłonie czaru i makabry,120,22,4
Życiodajny chwyt Nagduga,120,22,4
Uścisk trzech zwoi,120,22,4
Dłonie słonecznych promieni,127,23,4
Oko cukrowej śpiączki,120,22,4
Pianka na szczęście,120,22,4
Sygnet z najsłodszą pianką,120,22,4
Różowy smakołyk,120,22,4
Pierścień Blodughaddy,120,22,4
Szpat nithalski,120,22,4
Lodowe serce,120,22,4
Wielkocielski pęd,120,22,4
Gepardzia tężyzna,120,22,4
Antypsi amulet Archimedesa,120,22,4
Naszyjnik pogromcy potworów,120,22,4
Ozdobne wnyki,130,23,4
Hełm baroku i uroku,130,23,4
Małpia ochrona niczym korona,130,23,4
Przyłbica co prąd przemyca,130,23,4
Królewska korona VIII,135,24,4
Obuwie dojrzałej wiśni,130,23,4
Podeszwy żniwiarza,130,23,4
Buty końca żywota,130,23,4
Morska asystentka III,130,23,4
Rybie sztandary III,130,23,4
Łuskołapki III,130,23,4
Uścisk niespokojnej fali III,130,23,4
Pluszowy żarłacz III,130,23,4
Czarne płetwy III,130,23,4
Obręcze ognistego bóstwa,130,23,4
Szarpifale Posejdona,130,23,4
Koralowce Tahevoixa,130,23,4
Lagunowe wspomnienie Tahevoixa,130,23,4
Magmowe rękawice Tahevoixa,130,23,4
Królewskie rękawice VIII,135,24,4
Bojowe rękawice kuchenne,137,24,4
Para słodkich łapek,137,24,4
Uścisk podstępnej słodyczy,137,24,4
Kryształowe mankiety,137,24,4
Muszelka urodziwej syreny III,130,23,4
Truflowa niespodzianka,130,23,4
Pierścień przyszłości,130,23,4
Pierścień teraźniejszości,130,23,4
Pierścień przeszłości,130,23,4
Oko wrzących głębin,130,23,4
Złodziej sił życiowych,130,23,4
Medalion zesztywnienia,130,23,4
Trumienny amulet,130,23,4
Czaszka gasząca słońce,130,23,4
Inkluz rubinowy,130,23,4
Inkluz ametystowy,130,23,4
Szmaragdowe serce Szczypionki,135,24,4
Złoty amulet Szczypionki,135,24,4
Rubinowy naszyjnik Szczypionki,135,24,4
Hełm orczej wiedźmy,140,24,4
Lodowy hełm kapłana,140,24,4
Hełm bilokacji,140,24,4
Złoty zwiastun Elancji,143,24,4
Łepetyna zagranicznego umarlaka,143,24,4
Elanckie więzienie umysłu,143,24,4
Kask z zamorskiej krainy,143,24,4
Królewska przyłbica Porfyriona,145,25,4
Hełm celności Oriona,145,25,4
Pozłacany hełm Klytiosa,145,25,4
Ciężki chód strażnika III,140,24,4
Kamasze wyściełane sierścią hybrydy,140,24,4
Lodowe kolce trapera,140,24,4
Zamszowe kozaki myśliwego,140,24,4
Pożyczone chwarne tulżytąpię Żaberzwłoka,140,24,4
Skradzione chwarne tulżytąpię Żaberzwłoka,140,24,4
Chwarne tulżytąpię Żaberzwłoka,140,24,4
Jajeczny ślizg,141,24,4
Bezowe botki,141,24,4
Potęga białka,141,24,4
Oficerki Marynarki Królewskiej,145,25,4
Trepy pylącej leszczyny,147,25,4
Puch łowcy słodyczy,140,24,4
Uścisk waty cukrowej,140,24,4
Słodki skarb Ewy,140,24,4
